"COD";"DES";"COD_MECC";"COD_PARL";"COD_ART";"CODICE";"DES_FOR";"CODARTFOR";"NOTE";"UNO_UM";"EQUIV_2";"EQUIV_1";"QTA_IDRATI";"QTA_ANIDRI";"TIPO";"ULT_SCAR";"ULT_CARICO";"ULT_FORNI";"MAGAZZINO";"UM";"UN_DERIV";"UBICA_DEST";"CAT";"CAT_STAT";"CAT_OMOG";"CAT_FISC";"CLASCONTO";"CLASSEART";"FAMIGLIA";"FISCALE";"TIPO_PEZZO";"VAR_PREZZO";"NR_CONF";"NR_SCAT";"NR_PED";"ALTEZZA";"LARGHEZZA";"LUNGHEZZA";"NR_COLLI";"NR_COLLI_D";"QTA_FATTUR";"COSTO_STAN";"CUBAGGIO";"PESO_LORDO";"PESO_NETTO";"ASPETTO";"PREZZO_ACQ";"PRACQU_EU";"COD_IVA";"IVA";"NRLIS";"SETTORE";"IMBA";"PR_ULACQ";"PR_ULACQE";"COSTOMEDIO";"COSTOMEDIE";"PR_MEDIO";"PR_MEDIOE";"CONTROP";"PERC_COST";"PERC_VEND";"QORD";"VALORD";"VALORDE";"QCONS";"VALCONS";"VALCONSE";"QORDC";"VALORDC";"VALORDCE";"QCONSC";"VALCONSC";"VALCONSCE";"GIAC_INI";"VAL_INI";"VAL_INIE";"QTA_ACQ";"VAL_ACQ";"VAL_ACQ_E";"QTA_ENT";"VAL_ENT";"VAL_ENT_E";"QTA_VEN";"VAL_VEN";"VAL_VEN_E";"QTA_USC";"VAL_USC";"VAL_USC_E";"ORDINATO";"IMPEGNATO";"QTA_DISP";"VAL_DISP";"VAL_DISP_E";"TIPO_REC";"DES_CASSA";"VENDITA";"OFFERTA_Q";"OFFERTA_A";"FLAG_OQ";"FLAG_OA";"PRZ_MAN";"VIDIMA";"TIPO_QTA";"TIPO_STR";"TIPO_RESO";"SCONTO_SUB";"SCONTO_MAN";"FLAG_EAN2";"PRZ_ALTER";"FIN_AUTO";"COD_VUOTO";"COLL_VUOTO";"PRZ_ALT1";"PRZ_ALT1_E";"PRZ_ALT2";"PRZ_ALT2_E";"PRZ_ALT3";"PRZ_ALT3_E";"PRZ_ALT4";"PRZ_ALT4_E";"PRZ_ALT5";"PRZ_ALT5_E";"BOLLINI_F";"COD_PROM";"ULT_PROM";"PENU_PROM";"COSTO_BOLL";"COSTO_U_B";"COSTO_P_B";"DEC_SIGN";"FLAG_MOLTI";"UN_MIS";"REPARTO";"COD_CASSA";"PRZ_MAX";"PRZ_MAX_E";"PRZ_MIN";"PRZ_MIN_E";"PR_VENDI";"PR_VENDI_E";"COD_FOR";"ULT_VENDI";"DATAIMP";"ESCLUDI";"CODADD";"TAC";"TIPOGRI";"FOTO";"CODDIST";"CODFORM";"DESFOR";"GARANZIA";"NOMOVMAG";"OBSOLETO";"PRODINTE";"GGDIPROD";"FLCOSTO";"COSTOFI";"azienda.db";"";"";"";"";"";"";""
"201";"ENTRECOTE B.A.TACUAR ANGUS FR-URUGUAY";"";"";"";"23000031";"";"";"";"";"";"";"";"";"";"20230629";"20230225";"23000031";"";"KG";"";"";"0007";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"0.00000";"10";"";"";"";"";"47051";"24.30000";"0";"0.00000";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.0000";"0";"0.00";"0.0000";"0";"0.00";"0.0000";"0";"0.00";"0.000";"0";"0.00";"0.000";"0";"0.00";"";"";"0.000";"0";"0.00";"I";"";"1";"";"";"0";"0";"3";"2";"3";"2";"1";"1";"1";"3";"2";"2";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"202";"ENTRECOTE B.A. COTO ARGENTINO F.";"";"";"";"23000031";"";"";"";"";"";"";"";"";"";"20230620";"20230617";"23000031";"";"KG";"";"";"0007";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"0.00000";"10";"";"";"";"";"36208";"18.70000";"0";"0.00000";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.3000";"0";"0.00";"0.0000";"0";"0.00";"0.0000";"0";"0.00";"0.000";"0";"0.00";"0.000";"0";"0.00";"";"";"0.300";"0";"0.00";"I";"";"1";"";"";"0";"0";"3";"2";"3";"2";"1";"1";"1";"3";"2";"2";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"04";"BOVINO AD./SCOTTONA NAZ";"";"";"";"23000002";"";"";"";"";"";"";"";"";"";"20250522";"20250520";"23000002";"";"KG";"";"";"0007";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"13360";"6.90000";"10";"";"";"";"";"13748";"7.10000";"12089";"6.24560";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4181.7200";"50552813";"26117.35";"1121084.3500";"13677282602";"7069286.27";"1121084.3500";"13677282602";"7069286.27";"1120709.060";"13879589816";"7168164.92";"1121961.340";"13894285300";"7175754.92";"";"";"3304.730";"45433428";"23463.58";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"203";"ENTRECOTE ARGENTINA PILAGA' SV";"";"";"";"23000031";"";"";"";"";"";"";"";"";"";"20250222";"20250222";"23000031";"";"KG";"";"";"0007";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"0.00000";"10";"";"";"";"";"39113";"20.20000";"0";"0.00000";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.0000";"0";"0.00";"5.0000";"195563";"101.00";"5.0000";"195563";"101.00";"5.000";"199340";"102.95";"5.000";"199340";"102.95";"";"";"0.000";"0";"0.00";"I";"";"1";"";"";"0";"0";"3";"2";"3";"2";"1";"1";"1";"3";"2";"2";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"91";"SALSICCIA DI SUINO FRESCA";"";"";"";"";"";"";"";"";"";"";"";"";"";"20250218";"20250221";"";"";"KG";"";"";"0007";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"0.00000";"10";"";"";"";"";"14522";"7.50000";"0";"0.00000";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.0000";"0";"0.00";"30.2000";"0";"0.00";"30.2000";"0";"0.00";"29.120";"451069";"232.96";"30.200";"466752";"241.14";"";"";"0.000";"0";"0.00";"I";"";"1";"";"";"0";"0";"3";"2";"3";"2";"1";"1";"1";"3";"2";"2";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"92";"HAMBURGER DI SCOTTONA";"";"";"";"";"";"";"";"";"";"";"";"";"";"20231125";"20231124";"";"";"KG";"";"";"0007";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"0.00000";"10";"";"";"";"";"15490";"8.00000";"0";"0.00000";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"-0.8700";"0";"0.00";"0.0000";"0";"0.00";"0.0000";"0";"0.00";"0.000";"0";"0.00";"0.000";"0";"0.00";"";"";"-0.870";"0";"0.00";"I";"";"1";"";"";"0";"0";"3";"2";"3";"2";"1";"1";"1";"3";"2";"2";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"87";"TRIPPA E MUSI";"";"";"";"23000035";"";"";"";"";"";"";"";"";"";"20250520";"20250517";"23000035";"";"KG";"";"";"0007";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"7745";"4.00000";"10";"";"";"";"";"8132";"4.20000";"8220";"4.24545";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"62.5400";"514079";"265.51";"5199.8000";"39453443";"20376.00";"5199.8000";"39453443";"20376.00";"5163.400";"43366153";"22396.69";"5163.400";"43366153";"22396.69";"";"";"98.940";"804580";"415.55";"I";"";"1";"";"";"0";"0";"3";"2";"3";"2";"1";"1";"1";"3";"2";"2";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"88";"ESTRATTO PEPERONCINO SEMIPPICANTE";"";"";"";"23000036";"";"";"";"";"";"";"";"";"";"20250506";"20250512";"";"";"PZ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"57120";"29.50000";"10";"";"";"";"";"0";"0.00000";"54561";"28.17848";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"-2.0000";"-109122";"-56.36";"18.0000";"0";"0.00";"18.0000";"0";"0.00";"44.000";"2405906";"1242.53";"44.000";"2405906";"1242.53";"";"";"-28.000";"0";"0.00";"I";"";"1";"";"";"0";"0";"3";"2";"3";"2";"1";"1";"1";"3";"2";"2";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"89";"TRANCIO SUINO";"";"";"";"23000037";"";"";"";"";"";"";"";"";"";"20250509";"20250512";"";"";"KG";"";"";"0007";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"14522";"7.50000";"10";"";"";"";"";"0";"0.00000";"17832";"9.20954";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"-0.0080";"-143";"-0.07";"1036.7520";"12996082";"6711.92";"1036.7520";"12996082";"6711.92";"1040.710";"17958352";"9274.75";"1044.270";"18010048";"9301.45";"";"";"-7.526";"0";"0.00";"I";"";"1";"";"";"0";"0";"3";"2";"3";"2";"1";"1";"1";"3";"2";"2";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";""
"93";"MACINATO DI BOVINO";"";"";"";"23000038";"";"";"";"";"";"";"";"";"";"20250218";"20250213";"";"";"KG";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"3873";"2.00000";"10";"";"";"";"";"14522";"7.50000";"0";"0.00000";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.0000";"0";"0.00";"3.0000";"0";"0.00";"3.0000";"0";"0.00";"0.000";"0";"0.00";"3.000";"43566";"22.50";"";"";"0.000";"0";"0.00";"I";"";"1";"";"";"0";"0";"3";"2";"3";"2";"1";"1";"1";"3";"2";"2";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"94";"SPEZZATINO DI BOVINO";"";"";"";"23000038";"";"";"";"";"";"";"";"";"";"20250218";"20250213";"";"";"KG";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"0.00000";"10";"";"";"";"";"14522";"7.50000";"0";"0.00000";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.0000";"0";"0.00";"7.5000";"0";"0.00";"7.5000";"0";"0.00";"0.000";"0";"0.00";"7.500";"108915";"56.25";"";"";"0.000";"0";"0.00";"I";"";"1";"";"";"0";"0";"3";"2";"3";"2";"1";"1";"1";"3";"2";"2";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"95";"COSTOLETTE DI SUINO";"";"";"";"23000038";"";"";"";"";"";"";"";"";"";"20231125";"20231117";"";"";"KG";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"0.00000";"10";"";"";"";"";"14522";"7.50000";"0";"0.00000";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"-0.7900";"0";"0.00";"0.0000";"0";"0.00";"0.0000";"0";"0.00";"0.000";"0";"0.00";"0.000";"0";"0.00";"";"";"-0.790";"0";"0.00";"I";"";"1";"";"";"0";"0";"3";"2";"3";"2";"1";"1";"1";"3";"2";"2";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"96";"TRACCHIE DI SUINO";"";"";"";"";"";"";"";"";"";"";"";"";"";"20231124";"20231124";"";"";"KG";"";"";"0007";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"0.00000";"10";"";"";"";"";"14522";"7.50000";"0";"0.00000";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.0000";"0";"0.00";"0.0000";"0";"0.00";"0.0000";"0";"0.00";"0.000";"0";"0.00";"0.000";"0";"0.00";"";"";"0.000";"0";"0.00";"I";"";"1";"";"";"0";"0";"3";"2";"3";"2";"1";"1";"1";"3";"2";"2";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"51";"BOVINO ADULTO TD";"";"";"";"23100002";"";"";"";"";"";"";"";"";"";"20250111";"20250111";"23100002";"";"KG";"";"";"";"ù";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"12160";"6.28000";"10";"";"";"";"";"12257";"6.33000";"10593";"5.47083";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"-8.9000";"-94278";"-48.69";"47233.0500";"490772661";"253463.22";"47233.0500";"490772661";"253463.22";"47514.550";"503826003";"260205.95";"47855.550";"505300721";"260967.59";"";"";"-631.400";"-7739070";"-3996.76";"I";"";"1";"";"";"0";"0";"3";"2";"3";"2";"1";"1";"1";"3";"2";"2";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"32";"SPOLPO SUINO TD";"";"";"";"23100002";"";"";"";"";"";"";"";"";"";"20250412";"20250412";"23100002";"";"KG";"";"";"0007";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"0.00000";"10";"";"";"";"";"5809";"3.00000";"4355";"2.24912";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"60.4600";"263303";"135.98";"1995.7000";"7057890";"3645.06";"1995.7000";"7057890";"3645.06";"1995.240";"14119641";"7292.27";"1996.610";"14123649";"7294.34";"";"";"59.550";"345926";"178.65";"I";"";"1";"";"";"0";"0";"3";"2";"3";"2";"1";"1";"1";"3";"2";"2";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"79";"PICHANA BOVINO ADULTO SV";"";"";"";"23000010";"";"";"";"";"";"";"";"";"";"20240913";"20240912";"23000010";"";"KG";"";"";"0007";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"0.00000";"10";"";"";"";"";"24784";"12.80000";"25946";"13.40000";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.0000";"0";"0.00";"21.5100";"533105";"275.33";"21.5100";"533105";"275.33";"21.510";"583092";"301.14";"21.510";"583092";"301.14";"";"";"0.000";"0";"0.00";"I";"";"1";"";"";"0";"0";"3";"2";"3";"2";"1";"1";"1";"3";"2";"2";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";""
"125";"SOTTOFESA SCOTTONA SV";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"KG";"";"";"0007";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"10";"";"";"";"";"";"";"0";"0.00000";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.0000";"0";"0.00";"0.0000";"0";"0.00";"0.0000";"0";"0.00";"0.000";"0";"0.00";"0.000";"0";"0.00";"";"";"0.000";"0";"0.00";"I";"";"1";"";"";"0";"0";"3";"2";"3";"2";"1";"1";"1";"3";"2";"2";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"126";"FESA SCOTTONA";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"KG";"";"";"0007";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"10";"";"";"";"";"";"";"0";"0.00000";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.0000";"0";"0.00";"0.0000";"0";"0.00";"0.0000";"0";"0.00";"0.000";"0";"0.00";"0.000";"0";"0.00";"";"";"0.000";"0";"0.00";"I";"";"1";"";"";"0";"0";"3";"2";"3";"2";"1";"1";"1";"3";"2";"2";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"127";"SCAMONE SCOTTONA";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"KG";"";"";"0007";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"10";"";"";"";"";"";"";"0";"0.00000";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.0000";"0";"0.00";"0.0000";"0";"0.00";"0.0000";"0";"0.00";"0.000";"0";"0.00";"0.000";"0";"0.00";"";"";"0.000";"0";"0.00";"I";"";"1";"";"";"0";"0";"3";"2";"3";"2";"1";"1";"1";"3";"2";"2";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"128";"NOCE SCOTTONA SV";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"KG";"";"";"0007";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"10";"";"";"";"";"";"";"0";"0.00000";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.0000";"0";"0.00";"0.0000";"0";"0.00";"0.0000";"0";"0.00";"0.000";"0";"0.00";"0.000";"0";"0.00";"";"";"0.000";"0";"0.00";"I";"";"1";"";"";"0";"0";"3";"2";"3";"2";"1";"1";"1";"3";"2";"2";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"129";"REALE SCOTTONA SV";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"KG";"";"";"0007";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"10";"";"";"";"";"";"";"0";"0.00000";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.0000";"0";"0.00";"0.0000";"0";"0.00";"0.0000";"0";"0.00";"0.000";"0";"0.00";"0.000";"0";"0.00";"";"";"0.000";"0";"0.00";"I";"";"1";"";"";"0";"0";"3";"2";"3";"2";"1";"1";"1";"3";"2";"2";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"130";"SPALLA SCOTTONA SV";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"KG";"";"";"0007";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"10";"";"";"";"";"";"";"0";"0.00000";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.0000";"0";"0.00";"0.0000";"0";"0.00";"0.0000";"0";"0.00";"0.000";"0";"0.00";"0.000";"0";"0.00";"";"";"0.000";"0";"0.00";"I";"";"1";"";"";"0";"0";"3";"2";"3";"2";"1";"1";"1";"3";"2";"2";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"131";"MUSCOLO SCOTTONA SV";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"KG";"";"";"0007";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"10";"";"";"";"";"";"";"0";"0.00000";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.0000";"0";"0.00";"0.0000";"0";"0.00";"0.0000";"0";"0.00";"0.000";"0";"0.00";"0.000";"0";"0.00";"";"";"0.000";"0";"0.00";"I";"";"1";"";"";"0";"0";"3";"2";"3";"2";"1";"1";"1";"3";"2";"2";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"132";"LOMBATA SCOTTONA";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"KG";"";"";"0007";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"10";"";"";"";"";"";"";"0";"0.00000";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.0000";"0";"0.00";"0.0000";"0";"0.00";"0.0000";"0";"0.00";"0.000";"0";"0.00";"0.000";"0";"0.00";"";"";"0.000";"0";"0.00";"I";"";"1";"";"";"0";"0";"3";"2";"3";"2";"1";"1";"1";"3";"2";"2";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"38";"MIDLESS SUINO TD";"";"";"";"";"";"";"";"";"";"";"";"";"";"20250522";"20250515";"";"";"KG";"";"";"0007";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4724";"2.44000";"10";"";"";"";"";"4337";"2.24000";"5941";"3.06849";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"98.0000";"582218";"300.71";"17835.0000";"41173380";"21264.48";"17835.0000";"41173380";"21264.48";"17686.590";"100440926";"51872.56";"17693.390";"100473053";"51889.15";"";"";"239.610";"1039189";"536.73";"I";"";"1";"";"";"0";"0";"3";"2";"3";"2";"1";"1";"1";"3";"2";"2";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"39";"SPALLE SUINO TD C.O";"";"";"";"";"";"";"";"";"";"";"";"";"";"20250522";"20250515";"";"";"KG";"";"";"0007";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4724";"2.44000";"10";"";"";"";"";"4337";"2.24000";"5480";"2.83018";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.0000";"0";"0.00";"14361.4000";"33634666";"17371.06";"14361.4000";"33634666";"17371.06";"14211.200";"73834981";"38131.50";"14211.200";"73834981";"38131.50";"";"";"150.200";"651417";"336.45";"I";"";"1";"";"";"0";"0";"3";"2";"3";"2";"1";"1";"1";"3";"2";"2";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"28";"LINGUE BOVINO";"";"";"";"23000002";"INDUSTRIA CARNI GARGIULO SRL";"";"";"";"";"";"";"";"";"20250521";"20250520";"23000002";"";"KG";"";"";"0007";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"0.00000";"10";"";"";"";"";"11618";"6.00000";"12336";"6.37074";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"170.1500";"2098970";"1083.98";"759.4000";"8822432";"4556.40";"759.4000";"8822432";"4556.40";"725.200";"9329136";"4818.20";"755.600";"9682312";"5000.60";"";"";"173.950";"2020951";"1043.70";"I";"";"1";"";"";"0";"0";"3";"2";"3";"2";"1";"1";"1";"3";"2";"2";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"34";"PROSCIUTTO SUINO S/O SV";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"KG";"";"";"0007";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"10";"";"";"";"";"";"";"0";"0.00000";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.0000";"0";"0.00";"0.0000";"0";"0.00";"0.0000";"0";"0.00";"0.000";"0";"0.00";"0.000";"0";"0.00";"";"";"0.000";"0";"0.00";"I";"";"1";"";"";"0";"0";"3";"2";"3";"2";"1";"1";"1";"3";"2";"2";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
